loan_id,loan_purpose,is_first_loan,total_credit_card_limit,avg_percentage_credit_card_limit_used_last_year,saving_amount,checking_amount,is_employed,yearly_salary,age,dependent_number,label
A_999,others,0,3000,0.79,598,1396,1,16500,48,8,1
A_1000,property,0,4800,0.66,1772,2222,1,33500,32,4,1
A_1001,property,0,2000,0.51,927,2453,1,24100,48,2,1
A_1002,others,0,3400,0.82,1402,954,0,0,28,0,1
A_1003,personal,0,5900,0.82,1112,6286,0,0,33,6,0
A_1004,property,0,5800,0.66,2308,4402,1,4200,37,2,0
A_1005,property,1,4600,0.3,1187,6163,1,32500,23,1,0
A_1006,personal,1,2700,0.65,2630,2809,1,24900,62,4,0
A_1007,others,0,4500,0.55,1052,1232,0,0,20,5,1
A_1008,personal,1,3200,0.88,799,3207,1,23800,53,6,0
A_1009,operations,0,4400,0.31,2471,4095,1,29900,50,1,0
A_1010,personal,1,4100,0.34,995,5171,1,40600,52,6,0
A_1011,personal,0,5300,0.41,2333,8445,1,11500,35,5,0
A_1012,emergency,0,3700,0.89,1270,5957,1,38400,58,8,0
A_1013,others,1,4200,0.61,1800,8985,1,14800,31,4,0
A_1014,operations,0,3700,0.57,4023,8855,1,29500,23,3,0
A_1015,personal,0,6600,0.35,1288,6848,1,43500,25,0,0
A_1016,personal,1,4900,0.89,5215,3424,1,40500,62,5,0
A_1017,emergency,1,3200,0.48,848,2402,1,23400,37,6,1
A_1018,operations,0,5700,0.57,2398,4686,1,55000,56,8,0
A_1019,others,0,6300,0.47,3811,2518,1,20800,39,1,0
A_1020,emergency,1,3100,0.7,1081,4121,1,14200,35,8,1
A_1021,emergency,0,3100,0.7,990,3453,0,0,38,8,1
A_1022,personal,1,7300,0.66,3153,1815,1,52600,75,1,0
A_1023,personal,0,3000,0.93,4038,1411,1,44500,45,3,0
A_1024,property,0,4800,0.84,1320,3961,1,58300,44,6,0
A_1025,operations,1,6800,0.87,5130,2452,1,47400,55,4,0
A_1026,operations,0,5200,0.31,425,2636,1,54200,37,1,0
A_1027,property,0,5600,0.59,704,6025,1,11400,49,1,0
A_1028,property,1,3600,0.41,3703,365,1,29500,21,3,0
A_1029,operations,0,6400,0.59,1291,9905,1,67400,71,0,0
A_1030,emergency,1,3200,0.75,1715,3017,1,13300,41,3,1
A_1031,personal,0,1600,0.57,2117,4154,1,23600,48,7,0
A_1032,operations,0,6300,0.82,1137,5895,1,30900,54,2,0
A_1033,others,0,4200,0.67,4503,74,1,31700,64,1,0
A_1034,operations,0,5300,0.77,2539,4941,1,17300,21,3,0
A_1035,property,0,4900,0.76,455,8119,1,40600,37,1,0
A_1036,property,0,3700,0.34,706,2453,1,27000,37,8,1
A_1037,personal,0,5300,0.46,2739,5418,1,25600,64,4,0
A_1038,property,1,7100,0.62,380,4637,1,18800,35,1,0
A_1039,property,1,4800,0.46,2074,1813,1,29000,30,2,0
A_1040,property,0,3100,0.58,1935,1804,1,22800,48,5,0
A_1041,personal,1,5500,0.59,988,4744,1,41100,55,1,0
A_1042,operations,1,5100,0.61,2410,7169,1,39300,38,1,0
A_1043,property,1,2900,0.65,1291,2427,0,0,47,8,1
A_1044,personal,1,3600,0.83,2523,7322,1,23300,49,6,0
A_1045,property,1,7200,0.6,1285,7680,1,10400,45,8,0
A_1046,property,1,6400,0.8,185,127,1,39200,50,1,0
A_1047,others,1,3200,0.64,1095,3379,1,25400,44,1,1
A_1048,emergency,0,2500,0.69,1229,5691,1,20300,43,1,0
A_1049,property,1,4400,0.56,1572,2346,1,28500,49,5,1
A_1050,personal,0,2000,0.98,4291,1481,1,11900,33,1,0
A_1051,personal,0,6900,0.79,3847,3857,1,26600,35,2,0
A_1052,property,1,3900,0.32,905,3162,1,16600,41,0,0
A_1053,emergency,1,3600,0.47,2454,3171,1,23000,63,4,0
A_1054,operations,1,6600,0.56,3061,5296,1,25200,31,3,0
A_1055,property,1,5700,0.54,2420,6278,1,45900,35,5,0
A_1056,operations,0,3500,1,1775,1129,0,0,25,8,1
A_1057,operations,1,4600,0.73,6905,5409,1,51800,31,3,0
A_1058,operations,0,5100,0.72,2106,6566,1,38400,44,4,0
A_1059,emergency,0,3800,0.63,1871,6856,1,43300,36,2,0
A_1060,operations,0,7700,0.74,4275,7523,1,5600,40,7,0
A_1061,others,0,6300,0.56,1220,3794,1,35200,66,1,0
A_1062,personal,1,1000,0.85,1471,1651,1,15900,44,2,1
A_1063,property,1,5400,0.83,1224,3657,1,26900,29,3,0
A_1064,property,1,5600,0.91,1218,2327,1,28600,51,1,1
A_1065,operations,0,4100,0.59,3718,4629,1,37000,44,1,0
A_1066,property,0,4200,0.39,1143,4493,1,39900,22,7,0
A_1067,operations,1,5000,0.67,1446,4183,1,32300,36,2,0
A_1068,operations,1,600,0.97,922,2032,1,31300,40,3,1
A_1069,personal,0,1300,0.97,1445,2701,1,18500,47,4,1
A_1070,emergency,1,5700,0.99,850,1167,1,19600,45,1,1
A_1071,emergency,1,5300,0.83,397,414,1,18800,46,2,1
A_1072,personal,1,3300,0.8,670,1582,1,15700,35,1,1
A_1073,emergency,0,5100,0.54,1149,1664,1,21600,42,8,1
A_1074,operations,1,5800,0.65,4860,6748,1,45800,48,2,0
A_1075,property,1,7600,0.62,336,5680,1,24400,64,0,0
A_1076,property,1,6500,0.7,2628,3085,1,37500,25,1,0
A_1077,others,1,9500,0.92,2993,6008,1,47400,57,1,0
A_1078,personal,1,4700,0.42,1719,7507,1,50700,69,2,0
A_1079,operations,0,4400,0.84,1314,2030,0,0,27,4,1
A_1080,personal,0,5200,0.73,695,4798,1,16500,40,3,0
A_1081,property,0,4500,0.95,1179,1781,1,22800,50,2,1
A_1082,operations,1,7500,0.46,847,4835,1,51600,72,2,0
A_1083,operations,0,4300,0.62,2495,4624,1,21500,37,4,0
A_1084,emergency,0,6500,0.79,2369,7868,1,24300,67,2,0
A_1085,personal,0,6400,0.37,5809,9610,1,26100,21,2,0
A_1086,others,1,2800,0.94,889,1510,0,0,35,8,1
A_1087,emergency,0,7100,0.75,751,1437,1,18300,61,3,1
A_1088,personal,0,2900,0.98,740,3598,1,8300,56,3,1
A_1089,operations,1,4600,0.34,4655,2664,1,40800,56,3,0
A_1090,others,1,3800,0.76,1738,2467,1,25200,55,3,1
A_1091,personal,0,7800,0.48,3551,5313,1,25500,27,2,0
A_1092,others,0,6100,0.69,3462,4945,1,25200,37,1,0
A_1093,property,1,7200,0.86,3583,721,1,24100,22,2,0
A_1094,property,0,4600,0.52,813,6055,1,40400,72,1,0
A_1095,emergency,1,3600,0.79,1165,1577,1,20700,18,8,0
A_1096,property,0,8100,0.83,5052,6702,1,31100,38,2,0
A_1097,operations,0,4400,0.4,1758,4251,1,18400,46,6,0
A_1098,property,0,6200,1,4359,1538,1,59300,34,8,0
A_1099,operations,0,7100,0.67,1119,1678,1,35600,31,4,1
A_1100,emergency,1,3200,0.76,1340,3227,0,0,47,8,1
A_1102,emergency,0,3200,0.9,1188,2934,1,41800,46,5,1
A_1103,operations,1,2500,0.93,1086,1879,1,24800,53,5,1
A_1104,others,0,4000,0.59,3577,6231,1,51500,74,1,0
A_1105,property,1,5300,0.57,3753,2702,1,1600,42,3,0
A_1106,emergency,0,4600,0.87,1530,1582,1,21600,39,2,0
A_1107,property,0,5900,0.8,3541,35,1,21500,22,4,0
A_1108,personal,0,5500,0.84,4779,9833,1,47900,63,5,0
A_1109,operations,1,3300,0.69,1973,558,1,4100,28,8,0
A_1111,others,1,1800,1.06,1478,1468,0,0,34,1,1
A_1112,emergency,0,3500,0.63,1645,2559,1,26900,58,2,1
A_1113,personal,0,6000,0.52,2030,7291,1,23200,39,4,0
A_1114,emergency,0,2800,0.69,840,1996,1,25400,35,4,1
A_1115,personal,1,6000,0.96,3958,3093,1,46000,39,8,0
A_1116,property,0,4200,0.4,4375,7838,1,20500,51,5,0
A_1117,personal,0,4500,0.68,1150,4565,1,17600,41,8,1
A_1118,property,0,3600,0.88,3028,6085,1,33900,37,4,0
A_1119,property,1,5600,0.95,4513,5206,1,46100,68,1,0
A_1120,personal,0,8400,0.62,3186,2649,1,6700,45,1,0
A_1121,operations,1,8100,0.43,2603,1549,1,49300,46,3,0
A_1122,property,1,6600,0.7,1218,2353,1,42600,60,8,1
A_1123,property,0,4500,0.42,2727,1777,1,27400,62,2,0
A_1124,operations,0,2200,0.68,1352,3034,1,41500,37,8,1
A_1125,property,0,7200,0.41,4570,6734,1,54300,48,1,0
A_1126,personal,0,5500,0.58,2093,2109,1,27500,45,3,0
A_1127,personal,1,3700,0.55,935,4453,1,50400,50,5,0
A_1128,others,1,3300,0.56,1356,1244,1,23600,37,1,1
A_1129,personal,0,2000,0.71,1886,1120,0,0,32,7,1
A_1130,property,0,7400,0.2,2384,1199,1,46600,42,5,0
A_1131,operations,1,2800,0.81,2867,4678,1,39800,66,2,0
A_1132,personal,0,1000,0.51,685,3011,1,26500,42,4,1
A_1133,operations,1,5400,0.48,6696,11304,1,35300,31,1,0
A_1134,property,1,7100,0.53,2682,3170,1,3500,37,8,0
A_1135,emergency,1,7800,0.59,302,7490,1,42400,22,1,0
A_1136,property,0,4600,0.33,1631,5529,1,37300,43,1,0
A_1137,emergency,0,5300,0.59,2893,7184,1,41800,49,4,0
A_1138,property,0,2800,0.32,239,2563,0,0,36,4,1
A_1139,emergency,1,4100,0.94,989,1672,0,0,26,4,1
A_1140,operations,0,6700,0.96,1189,7672,1,22800,42,4,0
A_1141,personal,1,3400,0.53,3676,2304,1,31200,26,5,0
A_1142,operations,0,4600,0.69,4959,5979,1,26800,63,1,0
A_1143,personal,1,4100,0.55,5743,6552,1,47500,37,4,0
A_1144,others,0,7000,0.65,1936,8237,1,40300,47,2,0
A_1145,property,1,6300,0.69,1612,4302,1,50100,44,8,0
A_1146,operations,1,3500,0.99,937,2051,1,30200,33,3,1
A_1147,property,0,7500,0.96,6320,5038,1,64400,65,8,0
A_1148,emergency,0,6000,0.59,2787,998,1,29600,58,2,0
A_1149,emergency,1,8400,0.78,134,7076,1,37500,41,2,0
A_1150,property,1,3200,0.89,1146,1433,1,18600,41,8,1
A_1151,emergency,0,4500,0.94,1306,3386,1,3900,60,1,1
A_1152,emergency,0,3100,0.9,1278,3667,1,17600,62,0,0
A_1153,property,0,7000,0.63,1198,1533,0,0,26,3,0
A_1154,personal,0,5500,0.62,2850,31,1,45000,33,2,0
A_1155,property,0,2700,0.79,767,1455,1,20600,28,2,1
A_1156,property,1,4600,0.84,758,881,1,34400,18,8,1
A_1157,operations,1,6800,0.64,2727,6265,1,46700,53,2,0
A_1158,operations,0,5400,0.75,4052,3070,1,21800,36,3,0
A_1159,operations,1,4400,0.73,1947,5855,1,14700,57,2,0
A_1160,personal,0,4900,0.94,1831,3529,1,19600,52,8,0
A_1161,property,0,2700,0.76,1110,3287,1,27300,32,2,1
A_1162,personal,0,5500,0.9,3379,7254,1,7200,47,7,0
A_1163,personal,0,7800,0.94,792,224,1,24000,57,4,1
A_1164,operations,1,5700,0.62,104,5382,1,33700,53,2,0
A_1165,others,0,2100,0.55,853,3295,1,25700,57,5,1
A_1166,property,1,6800,0.48,2424,2339,1,54000,27,3,0
A_1167,property,0,1100,0.56,30,1910,0,0,39,1,1
A_1168,property,0,2800,0.49,2103,6467,1,38500,45,1,0
A_1169,operations,1,4500,0.92,614,1701,1,21600,67,2,1
A_1170,others,0,5700,0.72,4800,4549,1,36000,29,8,0
A_1171,personal,0,6100,0.91,1726,6717,1,42000,61,3,0
A_1172,others,0,5600,0.83,1145,1992,1,23400,51,1,1
A_1173,emergency,0,5500,0.85,1036,3413,1,29600,51,4,1
A_1174,personal,1,4200,0.93,1026,1690,1,21100,34,8,1
A_1175,property,1,3500,0.69,260,2046,1,31000,46,8,1
A_1176,property,0,6600,0.7,1716,3768,1,28600,59,8,0
A_1177,emergency,0,2200,0.49,688,874,1,16300,37,5,1
A_1178,personal,0,3700,0.51,4779,6125,1,47600,45,8,0
A_1179,others,1,2300,1.06,838,1885,1,25000,39,3,1
A_1180,personal,0,2500,0.73,3715,4281,1,25100,52,8,0
A_1181,operations,0,4300,0.39,4802,3731,1,47500,37,1,0
A_1182,emergency,1,4300,0.56,2984,3642,1,61900,49,3,0
A_1183,personal,1,4000,0.77,765,2808,1,28100,73,8,1
A_1184,personal,0,6500,0.52,2893,5636,1,52600,23,3,0
A_1185,personal,1,8500,0.9,5582,6538,1,42000,34,4,0
A_1186,operations,1,1600,0.89,542,2191,0,0,22,2,1
A_1187,operations,1,6500,0.47,2652,3404,1,34900,18,2,0
A_1188,personal,0,2300,0.74,1338,1582,0,0,34,8,1
A_1189,operations,1,3400,0.72,1117,6908,1,50300,43,4,0
A_1190,property,0,5800,0.82,971,6515,1,49600,67,6,0
A_1191,personal,1,5300,0.55,3438,3475,0,0,38,1,0
A_1192,personal,0,4600,0.48,4691,6819,1,21000,39,5,0
A_1193,operations,1,7800,0.63,671,2020,0,0,51,7,1
A_1194,others,0,5400,0.69,3492,4149,1,50800,32,0,0
A_1195,emergency,1,3600,0.94,1033,3872,1,41000,31,1,0
A_1196,property,1,3000,0.68,4463,2110,1,25300,52,3,0
A_1197,personal,1,2200,0.89,1418,2520,1,28500,27,5,1
A_1198,personal,0,7000,0.74,3563,3523,1,38200,39,2,0
A_1199,property,0,6800,0.68,984,5312,1,23900,40,5,0
A_1200,property,1,8200,0.26,2022,4002,1,21900,50,7,0
A_1201,property,1,4400,0.56,1489,2541,0,0,32,2,1
A_1202,property,0,2300,0.69,552,1878,1,13700,39,7,1
A_1203,others,1,5400,0.88,1959,2058,1,35800,37,3,0
A_1204,personal,1,4100,0.85,2238,5930,1,39600,42,4,0
A_1205,property,1,4200,0.44,342,5549,1,45600,25,1,0
A_1206,property,1,3300,0.62,985,1396,1,7500,34,8,1
A_1207,emergency,0,1500,0.4,2884,8680,1,24600,35,0,0
A_1208,operations,1,5600,0.86,812,6311,1,31300,26,1,0
A_1209,property,1,2900,0.8,1754,3849,1,28000,40,8,0
A_1210,emergency,0,2400,0.88,621,3515,1,49500,37,4,1
A_1211,emergency,0,4800,0.68,4409,1463,1,4400,26,6,0
A_1212,others,1,4900,0.76,3895,631,1,12400,26,8,0
A_1213,property,1,7600,0.6,886,4475,1,18400,53,1,1
A_1214,property,0,2700,1.02,1161,1798,1,39300,52,0,1
A_1215,operations,1,1400,0.95,759,228,1,16800,43,4,1
A_1216,operations,0,6100,0.78,1776,1964,0,0,28,2,1
A_1217,property,0,7600,0.92,5259,5383,1,18500,37,2,0
A_1218,personal,0,5400,0.51,640,2869,1,31300,37,3,0
A_1219,personal,0,4400,0.99,5087,4658,1,9100,33,1,0
A_1220,operations,0,4600,0.59,1820,823,1,53900,65,3,0
A_1221,operations,1,3900,0.85,4900,5706,1,43900,22,3,0
A_1222,operations,0,4400,0.44,572,5905,1,35100,49,4,0
A_1223,others,0,5000,0.99,1894,4806,1,38200,29,7,0
A_1224,property,1,3000,0.39,3323,5966,1,42300,58,8,0
A_1225,others,0,5200,0.78,3053,2037,1,40400,39,3,0
A_1226,emergency,0,2500,0.71,1932,1658,1,31400,55,3,1
A_1227,others,0,6000,0.54,2160,790,1,29900,42,8,0
A_1228,personal,1,4000,0.64,2190,525,1,51700,65,2,0
A_1229,personal,0,5000,0.49,2899,4786,1,5000,52,2,0
A_1230,personal,1,5300,0.65,1775,1925,1,51000,39,2,0
A_1231,property,0,1800,0.61,1153,1571,1,38100,50,3,1
A_1232,emergency,1,3200,0.73,770,3427,1,31000,42,7,1
A_1233,property,1,4900,0.59,2169,2640,1,20500,59,8,0
A_1234,property,0,2900,0.73,3136,2679,1,40800,55,7,0
A_1235,operations,0,8100,0.76,3319,8698,1,27000,51,4,0
A_1236,personal,0,2700,0.43,1652,1178,1,33700,24,6,0
A_1237,operations,1,4300,0.58,7383,4414,1,43200,26,3,0
A_1238,emergency,0,3100,1.02,603,2223,0,0,30,1,1
A_1239,operations,0,2500,0.78,4773,5380,1,17200,48,2,0
A_1240,others,1,2600,0.31,1024,2634,1,44500,35,2,1
A_1241,others,1,5100,0.97,1255,3142,1,29400,48,1,0
A_1242,personal,1,2200,0.8,316,5633,1,49900,40,1,0
A_1243,property,1,3700,0.61,3947,3512,0,0,35,2,0
A_1244,emergency,1,2000,0.5,619,2240,1,9800,26,5,1
A_1245,operations,0,4600,0.35,4049,1262,1,37500,41,5,0
A_1246,property,0,4900,0.73,1393,2258,1,12100,26,4,1
A_1247,operations,0,6800,0.75,4356,5297,1,12700,56,1,0
A_1248,property,1,2100,0.7,535,1503,1,8500,48,2,1
A_1249,operations,1,3100,0.51,1265,1488,1,39400,40,8,1
A_1250,personal,1,3700,0.8,4636,2559,1,61600,51,4,0
A_1251,property,1,5300,0.77,946,3171,1,43400,28,1,0
A_1252,property,0,6900,0.76,1090,306,1,41700,39,4,0
A_1253,personal,1,9100,0.58,5760,4166,1,42200,39,1,0
A_1254,emergency,1,7200,0.82,1915,8668,1,59800,71,8,0
A_1255,personal,1,3700,0.7,1623,1895,1,21300,26,4,1
A_1256,personal,1,2800,0.73,3968,6605,1,20200,41,5,0
A_1257,others,1,2700,0.66,1730,3775,1,30400,31,7,0
A_1258,property,1,4100,0.86,1359,2611,1,33500,44,8,1
A_1259,property,0,4600,0.68,3575,4427,1,50100,25,2,0
A_1260,property,0,4400,0.65,2598,3551,1,52500,60,6,0
A_1261,emergency,1,4600,0.9,870,1284,1,25800,43,4,1
A_1262,emergency,0,2700,0.77,914,3192,1,25800,21,1,1
A_1263,personal,1,2500,0.6,1157,3972,1,24600,31,3,1
A_1264,operations,1,4700,0.72,6083,6010,1,57000,74,4,0
A_1265,operations,0,7800,0.73,312,4855,1,46100,25,4,0
A_1266,property,0,6600,0.88,2091,1758,1,18000,46,8,1
A_1267,operations,1,6600,0.57,2346,7247,1,35000,24,1,0
A_1268,others,0,4700,0.87,1512,3466,1,14900,54,2,1
A_1269,operations,1,3300,0.36,4150,4576,1,32100,25,7,0
A_1270,personal,0,5700,0.66,1924,2455,1,53100,38,2,0
A_1271,operations,1,3600,0.72,1417,2907,1,31300,35,2,1
A_1272,property,1,6700,0.69,3566,6655,1,25100,47,4,0
A_1273,emergency,0,6000,0.9,680,2403,1,33800,40,2,1
A_1274,others,1,4000,0.95,899,3007,1,26000,31,2,1
A_1275,emergency,1,4400,0.7,909,3376,1,33900,38,8,0
A_1276,operations,1,3600,0.69,892,5721,1,51600,62,5,0
A_1277,others,0,1200,0.96,1005,3116,1,31100,30,3,1
A_1278,operations,0,2700,0.82,1328,2200,1,32600,25,7,1
A_1279,others,1,6300,0.73,1961,3791,1,24200,43,1,0
A_1280,operations,1,3000,0.56,1553,2255,1,42500,65,4,0
A_1281,personal,1,3600,0.76,1567,2808,0,0,30,1,1
A_1282,personal,0,3900,0.98,4189,1931,1,14700,27,5,0
A_1283,personal,1,6100,0.86,951,6450,1,48000,47,8,0
A_1284,operations,0,7600,1.01,1430,5594,1,30900,38,8,0
A_1285,property,1,2800,0.63,503,3020,1,20200,67,3,1
A_1286,emergency,1,4800,0.85,2037,3004,1,32100,43,1,0
A_1287,operations,1,6400,0.56,1040,1513,1,35300,50,8,1
A_1288,operations,1,3800,0.74,1912,2854,1,39400,29,7,0
A_1289,personal,1,4900,0.68,1646,1875,1,36800,44,2,0
A_1290,property,1,6100,0.83,3773,5491,1,48300,43,1,0
A_1291,emergency,1,3500,0.7,866,685,1,18800,37,3,1
A_1292,operations,0,2100,0.62,5885,5529,1,17800,34,2,0
A_1293,personal,0,7700,0.67,2450,2440,1,16900,25,7,0
A_1294,emergency,0,2000,0.92,333,2080,1,36100,27,5,0
A_1295,property,0,5600,0.86,2854,3549,1,27500,46,5,0
A_1296,personal,0,6000,0.81,463,6309,1,15900,35,6,0
A_1297,personal,0,5100,0.79,3747,4371,1,52700,21,1,0
A_1298,operations,0,7700,0.89,1036,2426,1,62500,32,1,0
A_1299,operations,0,9700,0.7,3274,667,1,53900,50,2,0
A_1300,operations,1,6100,0.34,1896,984,1,45100,63,1,0
A_1301,operations,1,8900,0.75,6758,5165,1,49900,33,3,0
A_1302,emergency,1,1600,0.65,1577,587,1,33900,46,1,1
A_1303,operations,0,4400,0.95,1333,1846,1,26000,54,4,0
A_1304,operations,0,3500,0.63,576,1297,1,20800,59,8,1
A_1305,property,1,8600,0.78,1828,2062,1,40000,21,3,0
A_1306,personal,1,4700,0.86,4992,3330,1,3500,50,2,0
A_1307,others,1,4600,0.68,1012,3386,1,14300,40,8,1
A_1308,others,0,3900,0.57,1010,2635,1,20100,36,3,1
A_1309,property,0,4400,0.46,1069,1609,1,18500,54,7,1
A_1310,operations,1,700,0.67,610,1031,1,14500,42,7,1
A_1311,personal,0,7200,0.62,4240,8271,1,60600,29,1,0
A_1312,property,1,2600,0.39,1425,2402,1,35800,27,1,1
A_1313,personal,0,3900,0.84,202,2788,1,35700,27,3,1
A_1314,operations,1,6100,0.91,1619,3645,1,25500,51,8,1
A_1315,property,1,6800,0.71,1996,8904,1,55800,31,1,0
A_1316,operations,1,3500,0.56,920,2099,1,35400,51,6,1
A_1317,operations,1,3600,0.4,2546,1785,1,12900,29,2,0
A_1318,emergency,1,5900,1.04,616,3280,1,12000,36,1,1
A_1319,personal,0,2900,0.7,2388,4205,1,42400,51,8,0
A_1320,property,1,9300,0.77,827,3432,1,55100,40,3,0
A_1321,operations,1,8000,0.28,2667,1779,1,24900,59,3,0
A_1322,personal,0,3100,0.6,6217,31,1,49200,38,2,0
A_1323,property,1,3800,0.88,738,4148,1,24400,58,1,0
A_1324,emergency,0,5700,0.66,1924,2029,1,44600,36,8,0
A_1325,operations,0,800,0.95,1510,1224,0,0,65,3,1
A_1326,personal,0,4200,0.54,1004,2810,1,33800,36,2,1
A_1327,property,1,5300,0.63,1386,3479,1,22600,50,4,1
A_1328,others,1,7000,0.67,2448,2435,1,36500,31,1,0
A_1329,others,0,1300,0.94,1080,2756,1,28800,54,2,1
A_1330,others,1,6300,0.85,635,8060,1,36800,23,5,0
A_1331,emergency,1,7600,0.51,2114,4727,1,38000,56,2,0
A_1332,emergency,0,5200,0.82,1716,3893,1,18400,50,1,1
A_1333,operations,1,5000,0.29,1480,8369,1,3100,45,0,0
A_1334,personal,0,5800,0.67,6188,690,1,44700,46,6,0
A_1335,property,1,7200,0.54,1016,1659,1,28100,18,5,1
A_1336,operations,1,4400,0.84,2607,2919,1,28900,34,2,0
A_1337,property,1,7400,0.69,2872,5038,1,42200,21,0,0
A_1338,property,0,5000,1,2060,1885,1,16600,33,8,0
A_1339,personal,1,4700,0.69,1796,1915,1,33100,32,6,0
A_1340,personal,1,5500,0.83,5026,4576,1,44400,58,8,0
A_1341,personal,1,5500,0.67,2217,4454,1,61100,43,2,0
A_1342,property,0,5000,0.75,2093,8039,1,41300,39,3,0
A_1343,others,1,3200,0.6,1129,3391,0,0,41,2,1
A_1344,others,1,8100,0.86,4974,1309,1,48500,31,6,0
A_1345,emergency,0,6800,1.07,1002,3352,1,43700,49,1,0
A_1346,property,0,7300,0.67,5802,5642,1,33400,39,5,0
A_1347,property,1,6000,0.71,3195,5056,1,22400,38,1,0
A_1348,personal,1,2700,0.91,202,3299,1,20900,56,2,1
A_1349,others,0,7400,0.5,2313,8987,1,51600,21,2,0
A_1350,operations,1,4400,0.76,2818,1408,1,25900,45,1,0
A_1351,emergency,1,2800,1,1061,6347,1,61800,29,3,0
A_1352,others,0,3000,0.55,1747,5956,1,48800,55,3,0
A_1353,others,1,9400,0.65,1127,5031,1,35900,54,8,0
A_1354,operations,1,4300,0.58,865,2683,1,41500,29,2,1
A_1355,personal,0,2400,0.6,785,101,1,47500,34,8,1
A_1357,personal,1,4900,0.96,4015,5557,1,13400,49,2,0
A_1358,others,0,2800,0.8,805,2384,1,8100,59,0,1
A_1359,others,1,5700,0.39,1641,2809,1,30500,45,2,0
A_1360,personal,1,3600,1.09,730,265,0,0,49,1,1
A_1361,personal,0,3000,0.51,3811,6644,1,37100,58,3,0
A_1362,personal,0,4700,1.04,5981,5170,1,48600,56,5,0
A_1363,others,0,3900,0.54,3586,4178,1,22000,41,3,0
A_1364,personal,1,6400,0.3,4905,617,1,51700,30,8,0
A_1365,operations,1,4100,0.54,3393,5665,1,69200,35,1,0
A_1366,emergency,0,4300,0.55,3145,6243,1,58700,45,1,0
A_1367,property,1,4600,0.26,1769,3141,1,14700,36,4,0
A_1369,others,0,2700,0.67,4450,1192,1,80900,46,1,0
A_1370,emergency,1,6800,0.89,2734,1161,1,39900,50,2,0
A_1371,personal,1,2000,0.76,763,1281,1,45300,30,1,1
A_1372,operations,1,2700,0.93,1045,2054,1,12400,74,4,1
A_1373,personal,1,4600,0.97,1718,404,1,32400,33,8,1
A_1374,personal,1,5900,0.59,1716,2391,1,53700,20,3,0
A_1375,property,1,2500,0.7,4860,1565,1,32700,38,3,0
A_1376,operations,0,6900,0.85,2125,3912,1,30800,43,1,0
A_1377,personal,1,4600,0.45,5109,4718,1,19100,36,3,0
A_1378,personal,1,3700,0.91,2210,2788,1,27500,48,6,0
A_1379,operations,0,5200,0.92,477,1021,1,12200,62,3,1
A_1380,personal,1,2500,0.96,1782,7,1,7700,33,4,1
A_1381,property,1,7000,0.82,2328,4253,0,0,38,2,0
A_1382,personal,1,4300,0.53,4282,7001,1,50800,27,3,0
A_1383,personal,1,1700,1,1246,1305,0,0,59,8,1
A_1384,property,1,2600,0.64,1658,8617,1,39500,53,4,0
A_1385,personal,0,5100,0.89,450,3262,1,36200,71,8,0
A_1386,operations,0,4300,0.32,4155,7955,1,28600,19,1,0
A_1387,emergency,1,3500,0.76,1025,2974,1,22100,21,6,1
A_1388,personal,1,4400,0.78,796,1881,0,0,42,1,1
A_1389,operations,0,5700,0.35,1464,861,1,34600,70,1,0
A_1390,emergency,1,5000,0.27,1717,7562,1,52900,53,3,0
A_1391,personal,1,4500,0.66,413,2159,1,16000,58,0,1
A_1393,operations,1,5600,0.4,6558,3881,1,47200,44,4,0
A_1395,emergency,1,3000,0.82,728,253,1,30100,30,3,1
A_1396,personal,0,4100,0.82,1057,6386,1,43300,33,8,0
A_1397,operations,1,9700,0.57,2267,5852,1,41600,51,8,0
A_1398,others,1,5900,0.81,3777,3201,1,4100,20,3,0
A_1399,operations,0,6000,0.58,2283,4813,1,19900,32,5,0
A_1400,personal,0,2600,0.87,1532,1824,1,24700,43,2,1
A_1401,personal,0,3100,0.63,3597,3167,1,65700,38,3,0
A_1402,personal,0,3400,0.74,3984,1906,1,21500,49,8,0
A_1403,property,1,1600,0.81,5195,6224,1,56600,52,6,0
A_1404,emergency,0,6300,0.62,1319,4149,1,23500,46,3,0
A_1405,emergency,1,7500,0.94,518,2555,1,22300,39,5,0
A_1406,personal,0,6600,0.66,1207,2585,1,40100,42,8,1
A_1407,emergency,1,4900,0.92,1850,2840,1,13900,47,4,1
A_1408,property,1,4200,0.61,834,1477,1,11600,37,3,1
A_1409,personal,1,700,0.63,902,1887,1,27900,73,4,1
A_1410,operations,1,6100,1.01,3316,3297,1,37700,23,2,0
A_1411,property,1,6200,0.26,2050,5913,0,0,40,2,0
A_1412,operations,0,5700,0.87,4211,9074,1,57000,59,8,0
A_1413,personal,0,5600,0.94,4212,2883,1,50900,27,8,0
A_1414,property,1,7000,0.86,4542,5963,1,62400,23,2,0
A_1415,property,0,6200,0.56,3742,8690,1,50800,31,8,0
A_1416,personal,1,6000,0.8,2604,3368,1,17600,39,8,0
A_1417,operations,0,5000,0.93,749,2765,1,34500,46,4,1
A_1418,others,1,4600,0.96,3434,6424,1,22800,36,8,0
A_1419,emergency,1,3200,0.89,1857,3479,1,42700,25,3,0
A_1420,property,0,1200,0.54,1282,1441,1,43400,21,8,1
A_1421,personal,1,4500,0.49,1664,2617,1,56300,32,8,0
